ts,master_metadata_track_name,ms_played,stress_level,crying_incident,is_period
2024-10-04 16:10:20+00:00,The Grants,295201,2,0,0
2024-10-04 16:15:05+00:00,Did you know that there's a tunnel under Ocean Blvd,285050,2,0,0
2024-10-04 16:18:41+00:00,Sweet,215295,2,0,0
2024-10-04 16:25:54+00:00,A&W,433916,2,0,0
2024-10-04 16:30:31+00:00,Judah Smith Interlude,276757,2,0,0
2024-10-04 16:36:16+00:00,Candy Necklace (feat. Jon Batiste),314520,2,0,0
2024-10-04 16:39:50+00:00,Jon Batiste Interlude,213435,2,0,0
2024-10-04 16:46:09+00:00,Kintsugi,378951,2,0,0
2024-10-04 16:51:57+00:00,Fingertips,348256,2,0,0
2024-10-04 16:52:09+00:00,"Paris, Texas (feat. SYML)",11261,2,0,0
2024-10-04 16:52:41+00:00,Say Yes To Heaven,17845,2,0,0
2024-10-04 16:57:50+00:00,Ali Desidero,303426,2,0,0
2024-10-04 17:02:34+00:00,Hep Yaşın 19,253492,2,0,0
2024-10-04 17:04:45+00:00,Anlıyorsun Değil Mi,130430,2,0,0
2024-10-04 17:08:06+00:00,Bilmem Bu Yol Nereye Çıkar,200213,2,0,0
2024-10-04 17:08:14+00:00,Yeniden de Sevebiliriz... Akdeniz,7255,2,0,0
2024-10-04 17:11:27+00:00,Sultan-ı Yegah,193666,2,0,0
2024-10-04 17:14:48+00:00,Sarı Laleler,200320,2,0,0
2024-10-04 17:19:18+00:00,Yollarda Bulurum Seni,269160,2,0,0
2024-10-04 17:23:11+00:00,Cambaz,230600,2,0,0
2024-10-04 17:28:07+00:00,Kara Sevda,264698,2,0,0
2024-10-04 17:32:01+00:00,Koca Yaşlı Şişko Dünya,233722,2,0,0
2024-10-04 17:34:51+00:00,Sakın Gelme,169600,2,0,0
2024-10-04 17:38:13+00:00,Ben Böyleyim,201277,2,0,0
2024-10-04 17:42:21+00:00,Ölünmüyor Mutsuzluktan,247003,2,0,0
2024-10-04 17:46:09+00:00,Komple,227480,2,0,0
2024-10-21 03:52:36+00:00,Ben Şarkımı Söylerken,1988,2,0,0
2024-10-21 03:52:40+00:00,Çakıl Taşları,2397,2,0,0
2024-10-21 03:52:42+00:00,Can Kırıkları,1882,2,0,0
2024-10-21 03:52:44+00:00,Daha İyi Olmaz mıydı,1557,2,0,0
2024-10-21 03:52:49+00:00,Sevmeden Geçer Zaman,833,2,0,0
2024-10-21 04:34:35+00:00,İki Yabancı,269068,2,0,0
2024-10-21 11:37:22+00:00,Sigara,9346,2,0,0
2024-10-21 11:42:21+00:00,Sigara,294846,2,0,0
2024-10-21 13:00:08+00:00,Mayın Tarlası,317200,2,0,0
2024-10-21 17:40:42+00:00,"Senden, Benden, Bizden",147026,2,0,0
2024-10-25 12:34:11+00:00,Ayayay,111263,2,0,0
2024-10-25 12:37:14+00:00,Clandestina,148822,2,0,0
2024-10-25 12:40:17+00:00,Ayayay,182977,2,0,0
2024-10-25 12:43:17+00:00,Ayayay,179000,2,0,0
2024-10-25 12:43:33+00:00,Cold Star,3016,2,0,0
2024-10-25 12:43:38+00:00,Simply Falling,5448,2,0,0
2024-10-25 12:44:38+00:00,hotline (edit),60719,2,0,0
2024-10-25 12:48:21+00:00,"What Was I Made For? [From The Motion Picture ""Barbie""]",222369,2,0,0
2024-10-25 12:53:03+00:00,TV,281380,2,0,0
2024-10-25 12:53:13+00:00,Idea 10,774,2,0,0
2024-10-25 12:56:13+00:00,Bored,180933,2,0,0
2024-10-25 13:01:05+00:00,i love you,291796,2,0,0
2024-10-25 13:06:21+00:00,CHIHIRO,303440,2,0,0
2024-10-25 13:09:50+00:00,Say Yes To Heaven,209156,2,0,0
2024-10-25 13:10:15+00:00,My Love Mine All Mine,9872,2,0,0
2024-10-25 13:13:28+00:00,bad guy,194087,2,0,0
2024-10-25 13:16:42+00:00,bury a friend,193143,2,0,0
2024-10-25 13:20:14+00:00,you should see me in a crown,180952,2,0,0
2024-10-25 13:23:08+00:00,Therefore I Am,173539,2,0,0
2024-10-25 13:33:17+00:00,everything i wanted,245425,2,0,0
2024-10-25 13:37:05+00:00,when the party's over,196077,2,0,0
2024-10-25 13:47:31+00:00,ocean eyes,200379,2,0,0
2024-10-25 13:53:13+00:00,my future,210005,2,0,0
2024-10-25 14:03:07+00:00,Heather,198040,2,0,0
2024-10-25 14:11:50+00:00,Lost on You,268465,2,0,0
2024-10-25 14:17:02+00:00,Bored,180933,2,0,0
2024-10-25 14:17:07+00:00,i love you,1119,2,0,0
2024-10-25 14:17:09+00:00,drivers license,1632,2,0,0
2024-10-25 14:29:49+00:00,Daddy Issues,42538,2,0,0
2024-10-25 15:05:21+00:00,Daddy Issues,205166,2,0,0
2024-10-25 16:12:56+00:00,Someone You Loved,1195,2,0,0
2024-10-25 16:12:57+00:00,cardigan,961,2,0,0
2024-10-25 16:18:14+00:00,Kupa Kızı Ve Sinek Valesi,295066,2,0,0
2024-10-25 16:21:56+00:00,Serseri,221155,2,0,0
2024-10-25 16:26:30+00:00,Renkli Rüyalar Oteli,273213,2,0,0
2024-10-25 16:30:50+00:00,Gemiler,260066,2,0,0
2024-10-25 16:34:41+00:00,We Could Be The Same - Stockholm,216763,2,0,0
2024-10-25 16:37:45+00:00,We Could Be The Same - Brussels,183470,2,0,0
2024-10-25 16:41:00+00:00,We Could Be The Same - Istanbul,183136,2,0,0
2024-10-25 16:41:22+00:00,We Could Be the Same,20908,2,0,0
2024-10-25 16:45:48+00:00,Kendime Yalan Söyledim,267080,2,0,0
2024-10-25 16:45:56+00:00,Mayın Tarlası,2538,2,0,0
2024-10-25 16:46:03+00:00,Can Dostum,1869,2,0,0
2024-10-25 16:49:22+00:00,Bilmem Bu Yol Nereye Çıkar,200213,2,0,0
2024-10-25 16:49:27+00:00,Kazılı Kuyum,3366,2,0,0
2024-10-25 16:53:17+00:00,Cambaz,230600,2,0,0
2024-10-25 16:57:29+00:00,Bırakma Kendini,240626,2,0,0
2024-10-25 17:02:37+00:00,Yağmurlar,306967,2,0,0
2024-10-25 17:05:54+00:00,Bi' Tek Ben Anlarım,196250,2,0,0
2024-10-25 18:18:29+00:00,Levla Vazgeçti - Depresyon,244305,2,0,0
2024-10-25 18:23:15+00:00,Oyunbozan,277328,2,0,0
2024-10-25 18:28:11+00:00,Sigara,294846,2,0,0
2024-10-25 18:35:34+00:00,Gözlerimin Etrafındaki Çizgiler,386101,2,0,0
2024-10-25 18:55:01+00:00,Daha Mutlu Olamam,164835,2,0,0
2024-10-25 18:55:03+00:00,Aşk Kırıntıları,2430,2,0,0
2024-10-25 18:55:20+00:00,Mayın Tarlası,2113,2,0,0
2024-10-25 19:00:06+00:00,Mey,287118,2,0,0
2024-10-25 19:00:38+00:00,Antidepresan Gülümsemesi - Pazarlık,3830,2,0,0
2024-10-25 19:05:47+00:00,Yalnızlık Senfonisi,309681,2,0,0
2024-10-25 19:10:37+00:00,Sarı Kurdeleler,289432,2,0,0
2024-10-25 19:15:07+00:00,Makyaj,269844,2,0,0
2024-10-25 19:19:12+00:00,Vazgeçtim Ben Bugün,244897,2,0,0
2024-10-25 19:23:35+00:00,Böyle Kahpedir Dünya,262080,2,0,0
2024-10-25 19:28:42+00:00,Durma Yağmur Durma,301400,2,0,0
2024-10-25 19:32:10+00:00,Dağılmak İstiyorum,208274,2,0,0
2024-10-25 19:32:20+00:00,Beni Al,8312,2,0,0
2024-10-25 19:32:22+00:00,Beni Boş Yere Yorma,1907,2,0,0
2024-10-25 19:35:45+00:00,Hayir Olamaz,204333,2,0,0
2024-10-27 14:18:03+00:00,everything i wanted,245425,2,0,0
2024-10-27 14:22:54+00:00,Daddy Issues,260173,2,0,0
2024-10-27 14:25:44+00:00,Let Me Down Slowly,169353,2,0,0
2024-10-27 14:26:57+00:00,Heather,45788,2,0,0
2024-10-27 14:28:48+00:00,Ayayay,111263,2,0,0
2024-10-27 14:33:17+00:00,Lost on You,268465,2,0,0
2024-10-27 14:36:43+00:00,Valse,205990,2,0,0
2024-10-27 14:39:13+00:00,Clandestina,148822,2,0,0
2024-10-27 14:42:10+00:00,Clandestina - Version acoustique,176959,2,0,0
2024-10-27 14:49:38+00:00,line,240361,2,0,0
2024-10-27 14:50:39+00:00,hotline (edit),60719,2,0,0
2024-10-27 14:54:45+00:00,Other People,244892,2,0,0
2024-10-27 14:59:24+00:00,Sing It Back (feat. Naila),252000,2,0,0
2024-10-27 16:31:22+00:00,Ayayay,179000,2,0,0
2024-10-27 16:35:29+00:00,Beggin (original version),216146,2,0,0
2024-10-27 16:37:42+00:00,Femme Like U - J,130909,2,0,0
2024-10-27 17:33:15+00:00,everything i wanted,0,2,0,0
2024-10-27 17:33:15+00:00,Simply Falling,56304,2,0,0
2024-10-27 17:37:22+00:00,everything i wanted,244383,2,0,0
2024-10-27 17:40:20+00:00,bellyache,179172,2,0,0
2024-10-27 17:44:53+00:00,ocean eyes,200379,2,0,0
2024-10-27 17:49:10+00:00,West Coast,256760,2,0,0
2024-10-27 17:49:53+00:00,Je te laisserai des mots,15678,2,0,0
2024-10-27 17:49:53+00:00,hotline (edit),0,2,0,0
2024-10-27 17:50:53+00:00,hotline (edit),60719,2,0,0
2024-10-27 17:52:02+00:00,snowfall,67217,2,0,0
2024-10-27 17:57:11+00:00,Happier Than Ever,298899,2,0,0
2024-10-27 18:01:59+00:00,bad guy,191918,2,0,0
2024-10-27 18:06:00+00:00,No Time To Die,235904,2,0,0
2024-10-27 18:08:20+00:00,BLUE,124412,2,0,0
2024-10-27 18:10:24+00:00,Bored,0,2,0,0
2024-10-27 18:10:24+00:00,L’AMOUR DE MA VIE,123989,2,0,0
2024-10-27 18:10:32+00:00,LUNCH,7562,2,0,0
2024-10-27 18:11:21+00:00,Guess featuring billie eilish,17945,2,0,0
2024-10-27 18:11:50+00:00,"What Was I Made For? [From The Motion Picture ""Barbie""]",28970,2,0,0
2024-10-27 18:12:05+00:00,my future,13280,2,0,0
2024-10-27 18:16:08+00:00,everything i wanted,242058,2,0,0
2024-10-27 18:19:51+00:00,Diet Mountain Dew,222920,2,0,0
2024-10-27 18:23:48+00:00,when the party's over,196077,2,0,0
2024-10-27 18:23:51+00:00,Space Song,1218,2,0,0
2024-10-27 18:24:04+00:00,Sweater Weather,12618,2,0,0
2024-10-27 18:25:32+00:00,Other People,28010,2,0,0
2024-10-27 18:25:33+00:00,Je veux,746,2,0,0
2024-10-27 18:25:34+00:00,Other People,842,2,0,0
2024-10-27 18:25:42+00:00,Je veux,7221,2,0,0
2024-10-27 18:30:09+00:00,Lost on You,268465,2,0,0
2024-10-27 18:34:54+00:00,Hymn for the Weekend,258266,2,0,0
2024-10-27 18:39:02+00:00,Dernière danse,213493,2,0,0
2024-10-27 18:42:28+00:00,Dreamer,205453,2,0,0
2024-10-27 18:45:53+00:00,I WANNA BE YOUR SLAVE,173346,2,0,0
2024-10-27 18:49:13+00:00,Human,200186,2,0,0
2024-10-27 18:53:15+00:00,Back To Black,241293,2,0,0
2024-10-28 05:58:56+00:00,Another Love,241533,2,0,0
2024-10-28 06:03:01+00:00,Tough,188828,2,0,0
2024-10-28 06:08:53+00:00,Brooklyn Baby,351640,2,0,0
2024-10-28 06:12:19+00:00,bellyache,179172,2,0,0
2024-10-28 06:16:02+00:00,"What Was I Made For? [From The Motion Picture ""Barbie""]",222369,2,0,0
2024-10-28 06:19:45+00:00,Diet Mountain Dew,222920,2,0,0
2024-10-28 06:21:26+00:00,Video Games,0,2,0,0
2024-10-28 06:24:14+00:00,White Mustang,164710,2,0,0
2024-10-28 06:29:10+00:00,The Grants,295201,2,0,0
2024-10-28 06:33:55+00:00,Did you know that there's a tunnel under Ocean Blvd,285050,2,0,0
2024-10-28 06:37:30+00:00,Sweet,215295,2,0,0
2024-10-28 06:44:44+00:00,A&W,433916,2,0,0
2024-10-28 06:49:51+00:00,Judah Smith Interlude,276757,2,0,0
2024-10-28 06:55:06+00:00,Candy Necklace (feat. Jon Batiste),314520,2,0,0
2024-10-28 06:58:39+00:00,Jon Batiste Interlude,213435,2,0,0
2024-10-28 06:58:57+00:00,Kintsugi,17076,2,0,0
2024-10-28 07:03:25+00:00,Khooneye Ma,268426,2,0,0
2024-10-28 07:06:16+00:00,Without You,170874,2,0,0
2024-10-28 07:06:26+00:00,The Last Waltz (feat. Eendo),8285,2,0,0
2024-10-28 07:09:53+00:00,Emrooz O Farda,207157,2,0,0
2024-10-28 09:28:27+00:00,Porteghale Man,207880,2,0,0
2024-10-28 09:32:36+00:00,Abrisham,248306,2,0,0
2024-10-28 09:33:18+00:00,BazA,40642,2,0,0
2024-10-28 09:33:21+00:00,Setareye Soheil,2634,2,0,0
2024-10-28 09:33:28+00:00,Afsaneh,6613,2,0,0
2024-10-28 09:38:04+00:00,Dishab,277093,2,0,0
2024-10-28 09:41:33+00:00,Soltane Ghalbha,208000,2,0,0
2024-10-28 09:46:22+00:00,Golhaye Abi,288440,2,0,0
2024-10-28 09:48:25+00:00,Hagh,122665,2,0,0
2024-10-28 09:53:15+00:00,Sevdik Sevdalandık,258906,2,0,0
2024-10-28 09:56:43+00:00,Sorrow Was There Too,207306,2,0,0
2024-10-28 09:56:48+00:00,Hey Yar Hey Yar,4458,2,0,0
2024-10-28 10:00:29+00:00,Tesir Altında,220746,2,0,0
2024-10-28 10:03:33+00:00,Gel Bana,183337,2,0,0
2024-10-28 10:03:43+00:00,Birtanem - Night Club Mix,5071,2,0,0
2024-10-28 10:07:38+00:00,İsyankar,235333,2,0,0
2024-10-28 10:07:45+00:00,Kumralım,5531,2,0,0
2024-10-28 10:13:30+00:00,Aşka Yürek Gerek,346040,2,0,0
2024-10-28 10:16:26+00:00,Hepsi Aşktan,148807,2,0,0
2024-10-28 10:20:16+00:00,Gülümse Kaderine,229485,2,0,0
2024-10-28 10:25:01+00:00,Hepsi Senin Mi?,232013,2,0,0
2024-10-28 11:34:30+00:00,Öp,224723,2,0,0
2024-10-28 11:37:37+00:00,Beni Siz Delirttiniz,187800,2,0,0
2024-10-28 11:41:29+00:00,Bilmem Bu Yol Nereye Çıkar,200213,2,0,0
2024-10-28 15:12:27+00:00,Sakın Gelme,169600,2,0,0
2024-10-28 15:12:33+00:00,Hikayem Bitmedi,3747,2,0,0
2024-10-28 15:16:12+00:00,Olduramadım,219853,2,0,0
2024-10-28 15:19:25+00:00,Love Me Back,181745,2,0,0
2024-10-28 15:22:28+00:00,We Could Be The Same - Istanbul,183136,2,0,0
2024-10-28 15:22:33+00:00,Love Me Back - Karaoke,3219,2,0,0
2024-10-28 16:00:45+00:00,Deli,182922,2,0,0
2024-10-28 16:04:14+00:00,Bana Öyle Bakma,209815,2,0,0
2024-10-28 16:07:35+00:00,İstanbul'da Sonbahar,200160,2,0,0
2024-10-28 16:07:43+00:00,Kupa Kızı Ve Sinek Valesi,1650,2,0,0
2024-10-28 16:12:20+00:00,İki Yabancı,274533,2,0,0
2024-10-28 16:29:45+00:00,Aşk Kırıntıları,268506,2,0,0
2024-10-28 16:30:33+00:00,Aşk Kırıntıları,8942,2,0,0
2024-10-28 16:35:08+00:00,Her Şeyi Yak,270280,2,0,0
2024-10-28 16:35:17+00:00,Ne Güzel Güldün,6754,2,0,0
2024-10-30 09:39:48+00:00,Sigara,304660,2,0,0
2024-10-30 10:24:59+00:00,Tutamıyorum Zamanı,266320,2,0,0
2024-10-30 15:56:36+00:00,ocean eyes,200379,2,0,0
2024-10-30 15:59:42+00:00,Bored,180933,2,0,0
2024-10-30 15:59:46+00:00,lovely (with Khalid),2715,2,0,0
2024-10-30 15:59:47+00:00,when the party's over,1267,2,0,0
2024-10-30 16:03:52+00:00,everything i wanted,245425,2,0,0
2024-10-30 16:03:56+00:00,i love you,2857,2,0,0
2024-10-30 16:04:12+00:00,Happier Than Ever,1636,2,0,0
2024-10-30 16:04:14+00:00,WILDFLOWER,1647,2,0,0
2024-10-30 16:09:12+00:00,Happier Than Ever,298899,2,0,0
2024-10-30 16:09:20+00:00,we fell in love in october,6724,2,0,0
2024-10-30 16:12:19+00:00,bellyache,179172,2,0,0
2024-10-30 16:12:41+00:00,I Wanna Be Yours,10641,2,0,0
2024-10-30 16:17:08+00:00,Lost on You,268465,2,0,0
2024-10-30 16:21:29+00:00,Daddy Issues,260173,2,0,0
2024-10-30 16:24:24+00:00,As It Was,167303,2,0,0
2024-10-30 16:24:37+00:00,Romantic Homicide,10996,2,0,0
2024-10-30 16:27:39+00:00,Ayayay,182977,2,0,0
2024-10-30 16:27:47+00:00,Ayayay,5696,2,0,0
2024-10-30 16:27:51+00:00,TV,3466,2,0,0
2024-10-30 16:38:02+00:00,Summertime Sadness,3580,2,0,0
2024-10-31 03:52:28+00:00,Happier Than Ever,298899,2,0,0
2024-10-31 03:55:30+00:00,Bored,180933,2,0,0
2024-10-31 03:58:53+00:00,Billie Bossa Nova,196730,2,0,0
2024-10-31 04:02:28+00:00,Sunsetz,215150,2,0,0
2024-10-31 04:07:36+00:00,Cinnamon Girl,300683,2,0,0
2024-10-31 04:11:04+00:00,The Night We Met,208211,2,0,0
2024-10-31 04:29:15+00:00,Brooklyn Baby,348600,2,0,0
2024-10-31 04:31:25+00:00,Anlıyorsun Değil Mi,130430,2,0,0
2024-10-31 04:31:44+00:00,Gesi Bağları,3260,2,0,0
2024-10-31 04:36:11+00:00,Sarı Çizmeli Mehmet Ağa,267838,2,0,0
2024-10-31 04:40:24+00:00,Kirpiklerin Ok Eyle,252643,2,0,0
2024-10-31 04:43:52+00:00,Nick The Chopper,206782,2,0,0
2024-10-31 04:44:22+00:00,Malabadi Köprüsü,1780,2,0,0
2024-10-31 04:46:25+00:00,Yeni Bir Gün Doğdu Merhaba,123866,2,0,0
2024-10-31 14:23:30+00:00,Lost on You,268465,2,0,0
2024-10-31 14:27:43+00:00,Other People,244892,2,0,0
2024-10-31 14:31:41+00:00,When We're High,237500,2,0,0
2024-10-31 14:35:30+00:00,Tightrope,218644,2,0,0
2024-10-31 14:39:14+00:00,The One That You Love,223426,2,0,0
2024-10-31 14:43:49+00:00,Recovery,234904,2,0,0
2024-10-31 14:48:41+00:00,Someone Like You,285240,2,0,0
2024-10-31 14:52:23+00:00,Je veux,215933,2,0,0
2024-10-31 14:56:01+00:00,Shallow,215733,2,0,0
2024-10-31 15:38:59+00:00,Sevenler Ağlarmış,353693,2,0,0
2024-10-31 17:07:36+00:00,İyi Düşün Taşın,16071,2,0,0
2024-10-31 17:10:59+00:00,The Night We Met,200650,2,0,0
2024-10-31 17:22:31+00:00,Daylight,197962,2,0,0
2024-10-31 17:24:30+00:00,Revenge,120026,2,0,0
2024-10-31 17:28:40+00:00,Another Love,241915,2,0,0
2024-10-31 17:31:38+00:00,bellyache,179172,2,0,0
2024-10-31 17:34:15+00:00,everything i wanted,125718,2,0,0
2024-10-31 17:38:36+00:00,Daddy Issues,260173,2,0,0
2024-10-31 17:40:27+00:00,Ayayay,111263,2,0,0
2024-10-31 17:43:27+00:00,bellyache,179172,2,0,0
2024-10-31 17:44:55+00:00,hotline (edit),60719,2,0,0
2024-10-31 17:49:42+00:00,Skyfall,286480,2,0,0
2024-10-31 17:52:35+00:00,Woman,172626,2,0,0
2024-10-31 17:56:37+00:00,Back To Black,241293,2,0,0
2024-10-31 17:58:25+00:00,I Wanna Be Yours,106653,2,0,0
2024-10-31 18:01:53+00:00,Bored,180933,2,0,0
2024-10-31 18:04:53+00:00,bellyache,179172,2,0,0
2024-10-31 18:08:55+00:00,Sweater Weather,240400,2,0,0
2024-10-31 18:12:42+00:00,when the party's over,196077,2,0,0
2024-10-31 18:18:45+00:00,BLUE,234400,2,0,0
2024-10-31 18:19:26+00:00,"What Was I Made For? [From The Motion Picture ""Barbie""]",9195,2,0,0
2024-10-31 18:19:36+00:00,bellyache,7403,2,0,0
2024-11-01 18:17:28+00:00,everything i wanted,484626,2,0,0
2024-11-01 18:52:29+00:00,Setareye Soheil,4100,2,0,0
2024-11-02 04:29:54+00:00,I WANNA BE YOUR SLAVE,172779,2,0,0
2024-11-02 04:31:44+00:00,Ayayay,111263,2,0,0
2024-11-02 04:55:25+00:00,Lost on You,268465,2,0,0
2024-11-02 04:55:30+00:00,Clandestina,3476,2,0,0
2024-11-02 04:58:55+00:00,Valse,205990,2,0,0
2024-11-02 05:03:43+00:00,line,240361,2,0,0
2024-11-02 05:05:54+00:00,Femme Like U - J,130909,2,0,0
2024-11-02 06:53:50+00:00,Simply Falling,238519,2,0,0
2024-11-02 06:53:52+00:00,Setareye Soheil,25920,2,0,0
2024-11-02 06:56:53+00:00,Ayayay,182977,2,0,0
2024-11-02 07:00:45+00:00,Ayayay,53504,2,0,0
2024-11-02 07:04:41+00:00,My Love,235626,2,0,0
2024-11-02 07:09:25+00:00,Khooneye Ma,268426,2,0,0
2024-11-02 07:13:25+00:00,Porteghale Man,207880,2,0,0
2024-11-02 07:18:20+00:00,Derakhte Sepid,295103,2,0,0
2024-11-02 07:18:53+00:00,Soghati,12080,2,0,0
2024-11-02 07:22:19+00:00,Emrooz O Farda,207157,2,0,0
2024-11-02 07:26:39+00:00,Afsaneh,259200,2,0,0
2024-11-02 09:40:24+00:00,Abi,217701,2,0,0
2024-11-02 10:30:08+00:00,Ayayay,2357,2,0,0
2024-11-02 10:30:30+00:00,Детство,5364,2,0,0
2024-11-02 10:33:32+00:00,Ayayay,182977,2,0,0
2024-11-02 10:37:07+00:00,Я люблю тебя,203260,2,0,0
2024-11-02 10:40:13+00:00,я люблю тебя давно,184351,2,0,0
2024-11-02 10:40:32+00:00,Луна,1869,2,0,0
2024-11-02 10:41:12+00:00,Патрон,39283,2,0,0
2024-11-02 10:43:46+00:00,Say Yes To Heaven x Shootout,154482,2,0,0
2024-11-02 10:44:07+00:00,Turanım,19528,2,0,0
2024-11-02 10:44:12+00:00,Say Yes To Heaven x Shootout (Slowed + Reverb),5255,2,0,0
2024-11-02 10:44:14+00:00,Shootout,1620,2,0,0
2024-11-02 10:44:36+00:00,Shootout (Slowed + Reverb),3149,2,0,0
2024-11-02 10:48:41+00:00,everything i wanted,245425,2,0,0
2024-11-02 10:52:10+00:00,when the party's over,196077,2,0,0
2024-11-02 10:56:15+00:00,Another Love,244360,2,0,0
2024-11-02 10:59:16+00:00,Bored,180933,2,0,0
2024-11-02 11:02:37+00:00,ocean eyes,200379,2,0,0
2024-11-02 11:29:18+00:00,Blinding Lights,200040,2,0,0
2024-11-02 11:32:49+00:00,Moral of the Story,201016,2,0,0
2024-11-02 11:37:18+00:00,Doin' Time,202192,2,0,0
2024-11-02 11:41:28+00:00,Young And Beautiful,236053,2,0,0
2024-11-02 11:45:18+00:00,traitor,229226,2,0,0
2024-11-02 11:49:42+00:00,everything i wanted,245425,2,0,0
2024-11-02 11:52:59+00:00,when the party's over,196077,2,0,0
2024-11-02 11:56:22+00:00,Don't Start Now,183290,2,0,0
2024-11-02 11:59:23+00:00,Bored,180933,2,0,0
2024-11-02 12:02:55+00:00,ocean eyes,200379,2,0,0
2024-11-02 12:07:47+00:00,i love you,291796,2,0,0
2024-11-02 12:14:19+00:00,my future,210005,2,0,0
2024-11-02 12:17:38+00:00,Heather,198040,2,0,0
2024-11-02 12:21:35+00:00,Lose You To Love Me,206458,2,0,0
2024-11-02 12:25:38+00:00,drivers license,242013,2,0,0
2024-11-02 12:28:50+00:00,Someone You Loved,182160,2,0,0
2024-11-02 12:31:41+00:00,you broke me first,170226,2,0,0
2024-11-02 12:36:01+00:00,Daddy Issues,260173,2,0,0
2024-11-02 14:05:37+00:00,cardigan,154188,2,0,0
2024-11-02 14:09:37+00:00,Sen Orda Yoksun,241456,2,0,0
2024-11-02 14:13:52+00:00,Aşkın Yalanmış,243173,2,0,0
2024-11-02 14:23:34+00:00,Yalnız Kuş,241162,2,0,0
2024-11-02 14:24:30+00:00,Gittiğinde,12313,2,0,0
2024-11-02 14:24:31+00:00,Bilir O Beni,1503,2,0,0
2024-11-02 14:28:10+00:00,Uzaktan,219872,2,0,0
2024-11-02 14:30:20+00:00,İçinde Aşk Var,127853,2,0,0
2024-11-02 14:30:22+00:00,Denize Bıraksam,2279,2,0,0
2024-11-02 14:34:03+00:00,Yara,213812,2,0,0
2024-11-02 14:38:59+00:00,Kupa Kızı Ve Sinek Valesi,295066,2,0,0
2024-11-02 14:43:15+00:00,Sen Ona Aşıksın - Kabullenme,229496,2,0,0
2024-11-02 14:47:43+00:00,Değmesin Ellerimiz,267702,2,0,0
2024-11-02 14:52:31+00:00,Belki Üstümüzden Bir Kuş Geçer,269506,2,0,0
2024-11-02 14:58:29+00:00,Sevmemeliyiz,358208,2,0,0
2024-11-02 15:09:10+00:00,Çatı Katı,19370,2,0,0
2024-11-02 15:12:39+00:00,Son Arzum,1689,2,0,0
2024-11-02 15:12:46+00:00,Ki Sen,5760,2,0,0
2024-11-02 15:12:51+00:00,Kumralım,4894,2,0,0
2024-11-02 15:15:46+00:00,Sadece,175996,2,0,0
2024-11-02 15:19:15+00:00,Gitme,207915,2,0,0
2024-11-02 15:28:55+00:00,Tutamıyorum Zamanı,267679,2,0,0
2024-11-02 15:29:09+00:00,Bi Seni Konuşurum,12594,2,0,0
2024-11-02 15:30:16+00:00,Ölürüm Hasretinle,66703,2,0,0
2024-11-02 15:31:03+00:00,Yalancı Bahar,46786,2,0,0
2024-11-02 15:35:05+00:00,Bir Ömür Yetmez,242416,2,0,0
2024-11-02 15:35:38+00:00,Affet,21809,2,0,0
2024-11-02 15:40:48+00:00,Sigara,311240,2,0,0
2024-11-02 15:45:07+00:00,Nilüfer,258159,2,0,0
2024-11-02 15:49:43+00:00,Her Şeyi Yak,270280,2,0,0
2024-11-02 15:49:53+00:00,Vazgeçtim,7937,2,0,0
2024-11-02 15:49:55+00:00,Küllenen Aşk,1801,2,0,0
2024-11-02 15:49:57+00:00,Benim İçin Üzülme,1766,2,0,0
2024-11-02 15:54:23+00:00,Değmesin Ellerimiz,267702,2,0,0
2024-11-02 15:54:51+00:00,Çözemezsin,1076,2,0,0
2024-11-02 16:00:07+00:00,Dibine Kadar,228506,2,0,0
2024-11-02 16:00:12+00:00,Bunca Yıl - Dedub Sessions,4070,2,0,0
2024-11-02 16:00:17+00:00,Altüst Olmuşum,4264,2,0,0
2024-11-02 16:03:58+00:00,Anlamazdın,222346,2,0,0
2024-11-02 16:04:12+00:00,Değmezmiş Sana,587,2,0,0
2024-11-02 16:08:40+00:00,Bu Aşk Fazla Sana,268515,2,0,0
2024-11-02 16:12:13+00:00,Hiç İyi Değilim,212312,2,0,0
2024-11-02 16:16:36+00:00,Gel,244861,2,0,0
2024-11-02 16:17:21+00:00,Gel,42238,2,0,0
2024-11-02 16:20:23+00:00,Sadece,175996,2,0,0
2024-03-20 06:51:54+00:00,West Coast,22366,2,0,0
2024-03-20 06:54:50+00:00,In My Room,177609,2,0,0
2024-03-20 06:58:26+00:00,Radio,214573,2,0,0
2024-03-20 06:58:43+00:00,Anchor,576,2,0,0
2024-03-20 15:57:38+00:00,Let The Light In (feat. Father John Misty),274966,2,0,0
2024-03-20 15:57:41+00:00,West Coast,3833,2,0,0
2024-03-20 15:57:51+00:00,The Night We Met,9094,2,0,0
2024-03-20 15:57:53+00:00,Sparks,1690,2,0,0
2024-03-20 15:57:55+00:00,Say Yes To Heaven,2160,2,0,0
2024-03-20 15:57:58+00:00,Young And Beautiful,3037,2,0,0
2024-03-20 16:01:53+00:00,Radio,214573,2,0,0
2024-03-20 16:27:37+00:00,i'm yours,143686,2,0,0
2024-03-20 17:10:10+00:00,Bu Son Olsun,166000,2,0,0
2024-03-21 03:55:29+00:00,Let The Light In (feat. Father John Misty),272173,2,0,0
2024-03-21 03:55:41+00:00,Shootout (8D Version),1920,2,0,0
2024-03-21 03:58:41+00:00,Dağları Deldim,181487,2,0,0
